Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita	Confirmed_change	Deaths_change
Cyprus	465	9	45	411	3.9744e-4	7.69e-6	3000	1384.61538462	900	0.00256333333333	0.00118307692308	7.69e-4	2020-04-06	19	0	11664	0.009661	NA	NA
New Zealand	1106	1	176	929	2.2638e-4	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	2020-04-06	67	0	39918	0.008278	NA	NA
Australia	5797	40	1080	4677	2.3195e-4	1.6e-6	13333.3333333	6153.84615385	4000	5.33333333333e-4	2.46153846154e-4	1.6e-4	2020-04-06	110	5	303536	0.011903	NA	NA
Fiji	14	0	0	14	1.585e-5	0	70	28	17.5	7.925e-5	3.17e-5	1.98125e-5	2020-04-06	2	0	NA	NA	NA	NA
Papua New Guinea	2	0	0	2	2.3e-7	0	10	4	2.5	1.15e-6	4.6e-7	2.875e-7	2020-04-06	1	0	72	8e-6	NA	NA
Madagascar	82	0	2	80	3.12e-6	0	410	164	102.5	1.56e-5	6.24e-6	3.9e-6	2020-04-06	10	0	NA	NA	NA	NA
Swaziland	10	0	4	6	8.8e-6	0	50	20	12.5	4.4e-5	1.76e-5	1.1e-5	2020-04-06	1	0	NA	NA	NA	NA
Liberia	14	3	3	8	2.91e-6	6.2e-7	1000	461.538461538	300	2.06666666667e-4	9.53846153846e-5	6.2e-5	2020-04-06	1	0	NA	NA	NA	NA
Sudan	12	2	2	8	2.9e-7	5e-8	666.666666667	307.692307692	200	1.66666666667e-5	7.69230769231e-6	5e-6	2020-04-06	0	0	NA	NA	NA	NA
Guinea	128	0	5	123	1.031e-5	0	640	256	160	5.155e-5	2.062e-5	1.28875e-5	2020-04-06	7	0	NA	NA	NA	NA
United Republic of Tanzania	24	1	3	20	4.3e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-04-06	2	0	NA	NA	NA	NA
Sao Tome and Principe	4	0	0	4	1.895e-5	0	20	8	5	9.475e-5	3.79e-5	2.36875e-5	2020-04-06	NA	NA	19	8.7e-5	NA	NA
Republic of the Congo	45	5	2	38	8.58e-6	9.5e-7	1666.66666667	769.230769231	500	3.16666666667e-4	1.46153846154e-4	9.5e-5	2020-04-06	0	0	NA	NA	NA	NA
Democratic Republic of the Congo	161	18	5	138	1.92e-6	2.1e-7	6000	2769.23076923	1800	7e-5	3.23076923077e-5	2.1e-5	2020-04-06	7	0	NA	NA	NA	NA
Rwanda	105	0	4	101	8.54e-6	0	525	210	131.25	4.27e-5	1.708e-5	1.0675e-5	2020-04-06	1	0	NA	NA	NA	NA
Somalia	7	0	1	6	4.7e-7	0	35	14	8.75	2.35e-6	9.4e-7	5.875e-7	2020-04-06	0	0	NA	NA	NA	NA
Ivory Coast	323	3	41	279	1.288e-5	1.2e-7	1000	461.538461538	300	4e-5	1.84615384615e-5	1.2e-5	2020-04-06	62	0	NA	NA	NA	NA
Nigeria	238	5	35	198	1.22e-6	3e-8	1666.66666667	769.230769231	500	1e-5	4.61538461538e-6	3e-6	2020-04-06	6	0	5000	2.4e-5	NA	NA
Cameroon	658	9	17	632	2.609e-5	3.6e-7	3000	1384.61538462	900	1.2e-4	5.53846153846e-5	3.6e-5	2020-04-06	8	0	NA	NA	NA	NA
Burkina Faso	364	18	108	238	1.843e-5	9.1e-7	6000	2769.23076923	1800	3.03333333333e-4	1.4e-4	9.1e-5	2020-04-06	19	1	NA	NA	NA	NA
Benin	26	1	5	20	2.26e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	2020-04-06	4	1	NA	NA	NA	NA
Ghana	214	5	31	178	7.19e-6	1.7e-7	1666.66666667	769.230769231	500	5.66666666667e-5	2.61538461538e-5	1.7e-5	2020-04-06	0	0	NA	NA	NA	NA
Algeria	1423	173	90	1160	3.37e-5	4.1e-6	57666.6666667	26615.3846154	17300	0.00136666666667	6.30769230769e-4	4.1e-4	2020-04-06	103	21	3359	7.7e-5	NA	NA
Zambia	39	1	5	33	2.25e-6	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	2020-04-06	0	0	619	3.4e-5	NA	NA
Cape Verde	7	1	1	5	1.287e-5	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	2020-04-06	0	0	NA	NA	NA	NA
Malawi	5	0	0	5	2.8e-7	0	25	10	6.25	1.4e-6	5.6e-7	3.5e-7	2020-04-06	1	0	NA	NA	NA	NA
Togo	58	3	23	32	7.35e-6	3.8e-7	1000	461.538461538	300	1.26666666667e-4	5.84615384615e-5	3.8e-5	2020-04-06	14	0	1467	1.77e-4	NA	NA
Zimbabwe	10	1	0	9	6.9e-7	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	2020-04-06	1	0	316	2.1e-5	NA	NA
Senegal	226	2	92	132	1.425e-5	1.3e-7	666.666666667	307.692307692	200	4.33333333333e-5	2e-5	1.3e-5	2020-04-06	4	0	NA	NA	NA	NA
Sierra Leone	6	0	0	6	7.8e-7	0	30	12	7.5	3.9e-6	1.56e-6	9.75e-7	2020-04-06	0	0	NA	NA	NA	NA
Eritrea	31	0	0	31	6.93e-6	0	155	62	38.75	3.465e-5	1.386e-5	8.6625e-6	2020-04-06	2	0	NA	NA	NA	NA
Libya	19	1	1	17	2.84e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	2020-04-06	1	0	312	4.5e-5	NA	NA
Gambia	4	1	2	1	1.75e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	2020-04-06	0	0	NA	NA	NA	NA
Central African Republic	8	0	0	8	1.71e-6	0	40	16	10	8.55e-6	3.42e-6	2.1375e-6	2020-04-06	0	0	NA	NA	NA	NA
Mauritius	244	7	7	230	1.9284e-4	5.53e-6	2333.33333333	1076.92307692	700	0.00184333333333	8.50769230769e-4	5.53e-4	2020-04-06	17	0	4913	0.003863	NA	NA
Morocco	1120	80	81	959	3.109e-5	2.22e-6	26666.6666667	12307.6923077	8000	7.4e-4	3.41538461538e-4	2.22e-4	2020-04-06	99	10	5104	1.38e-4	NA	NA
Mauritania	6	1	2	3	1.36e-6	2.3e-7	333.333333333	153.846153846	100	7.66666666667e-5	3.53846153846e-5	2.3e-5	2020-04-06	0	0	67	1.4e-5	NA	NA
Gabon	24	1	1	22	1.132e-5	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	2020-04-06	3	0	NA	NA	NA	NA
South Sudan	1	0	0	1	9e-8	0	5	2	1.25	4.5e-7	1.8e-7	1.125e-7	2020-04-06	0	0	NA	NA	NA	NA
Guinea-Bissau	18	0	0	18	9.6e-6	0	90	36	22.5	4.8e-5	1.92e-5	1.2e-5	2020-04-06	0	0	NA	NA	NA	NA
Mali	47	5	9	33	2.46e-6	2.6e-7	1666.66666667	769.230769231	500	8.66666666667e-5	4e-5	2.6e-5	2020-04-06	2	0	NA	NA	NA	NA
Namibia	16	0	3	13	6.54e-6	0	80	32	20	3.27e-5	1.308e-5	8.175e-6	2020-04-06	0	0	362	1.42e-4	NA	NA
Seychelles	11	0	0	11	1.1368e-4	0	55	22	13.75	5.684e-4	2.2736e-4	1.421e-4	2020-04-06	1	0	NA	NA	NA	NA
Angola	16	2	2	12	5.2e-7	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	2020-04-06	2	0	NA	NA	NA	NA
Chad	9	0	0	9	5.8e-7	0	45	18	11.25	2.9e-6	1.16e-6	7.25e-7	2020-04-06	0	0	NA	NA	NA	NA
Ethiopia	44	2	4	38	4e-7	2e-8	666.666666667	307.692307692	200	6.66666666667e-6	3.07692307692e-6	2e-6	2020-04-06	1	0	1843	1.6e-5	NA	NA
Egypt	1322	85	259	978	1.343e-5	8.6e-7	28333.3333333	13076.9230769	8500	2.86666666667e-4	1.32307692308e-4	8.6e-5	2020-04-06	149	7	25000	2.44e-4	NA	NA
Equatorial Guinea	16	0	3	13	1.222e-5	0	80	32	20	6.11e-5	2.444e-5	1.5275e-5	2020-04-06	0	0	854	6.09e-4	NA	NA
South Africa	1686	12	95	1579	2.918e-5	2.1e-7	4000	1846.15384615	1200	7e-5	3.23076923077e-5	2.1e-5	2020-04-06	31	1	58098	9.8e-4	NA	NA
Tunisia	596	22	5	569	5.153e-5	1.9e-6	7333.33333333	3384.61538462	2200	6.33333333333e-4	2.92307692308e-4	1.9e-4	2020-04-06	22	0	7725	6.54e-4	NA	NA
Djibouti	90	0	9	81	9.386e-5	0	450	180	112.5	4.693e-4	1.8772e-4	1.17325e-4	2020-04-06	31	0	NA	NA	NA	NA
Mozambique	10	0	1	9	3.4e-7	0	50	20	12.5	1.7e-6	6.8e-7	4.25e-7	2020-04-06	0	0	363	1.2e-5	NA	NA
Uganda	52	0	0	52	1.22e-6	0	260	104	65	6.1e-6	2.44e-6	1.525e-6	2020-04-06	0	0	3160	6.9e-5	NA	NA
Burundi	3	0	0	3	2.7e-7	0	15	6	3.75	1.35e-6	5.4e-7	3.375e-7	2020-04-06	0	0	NA	NA	NA	NA
Kenya	158	6	4	148	3.07e-6	1.2e-7	2000	923.076923077	600	4e-5	1.84615384615e-5	1.2e-5	2020-04-06	16	2	4277	8e-5	NA	NA
Niger	253	10	26	217	1.127e-5	4.5e-7	3333.33333333	1538.46153846	1000	1.5e-4	6.92307692308e-5	4.5e-5	2020-04-06	69	0	4081	1.69e-4	NA	NA
Botswana	6	1	0	5	2.66e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	2020-04-06	0	0	966	4.11e-4	NA	NA
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	2020-04-06	0	0	NA	NA	NA	NA
Afghanistan	367	11	18	338	9.87e-6	3e-7	3666.66666667	1692.30769231	1100	1e-4	4.61538461538e-5	3e-5	2020-04-06	18	4	NA	NA	NA	NA
Qatar	1832	4	131	1697	6.586e-4	1.44e-6	1333.33333333	615.384615385	400	4.8e-4	2.21538461538e-4	1.44e-4	2020-04-06	228	0	38108	0.013227	NA	NA
Bangladesh	123	12	33	78	7.6e-7	7e-8	4000	1846.15384615	1200	2.33333333333e-5	1.07692307692e-5	7e-6	2020-04-06	35	3	3610	2.2e-5	NA	NA
Bhutan	5	0	2	3	6.63e-6	0	25	10	6.25	3.315e-5	1.326e-5	8.2875e-6	2020-04-06	0	0	NA	NA	NA	NA
Kuwait	665	1	103	561	1.6073e-4	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	2020-04-06	109	0	NA	NA	NA	NA
Nepal	9	0	1	8	3.2e-7	0	45	18	11.25	1.6e-6	6.4e-7	4e-7	2020-04-06	0	0	1656	5.7e-5	NA	NA
Cambodia	114	0	53	61	7.02e-6	0	570	228	142.5	3.51e-5	1.404e-5	8.775e-6	2020-04-06	0	0	5768	3.45e-4	NA	NA
Laos	12	0	0	12	1.7e-6	0	60	24	15	8.5e-6	3.4e-6	2.125e-6	2020-04-06	1	0	621	8.5e-5	NA	NA
Bahrain	756	4	458	294	4.817e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	2020-04-06	56	0	47684	0.028023	NA	NA
Brunei	135	1	82	52	3.1471e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	2020-04-06	0	0	8261	0.018883	NA	NA
Saudi Arabia	2605	38	551	2016	7.73e-5	1.13e-6	12666.6666667	5846.15384615	3800	3.76666666667e-4	1.73846153846e-4	1.13e-4	2020-04-06	203	4	NA	NA	NA	NA
Iran	60500	3739	24236	32525	7.3961e-4	4.571e-5	1246333.33333	575230.769231	373900	0.0152366666667	0.00703230769231	0.004571	2020-04-06	2274	136	186000	0.002214	NA	NA
Singapore	1375	6	344	1025	2.4385e-4	1.06e-6	2000	923.076923077	600	3.53333333333e-4	1.63076923077e-4	1.06e-4	2020-04-06	66	0	65000	0.01111	NA	NA
Jordan	349	6	126	217	3.505e-5	6e-7	2000	923.076923077	600	2e-4	9.23076923077e-5	6e-5	2020-04-06	4	1	17000	0.001666	NA	NA
Lebanon	541	19	60	462	7.899e-5	2.77e-6	6333.33333333	2923.07692308	1900	9.23333333333e-4	4.26153846154e-4	2.77e-4	2020-04-06	14	1	9653	0.001414	NA	NA
China	82665	3335	77310	2020	5.935e-5	2.39e-6	1111666.66667	513076.923077	333500	7.96666666667e-4	3.67692307692e-4	2.39e-4	2020-04-06	63	2	NA	NA	NA	NA
Iraq	1031	64	344	623	2.683e-5	1.67e-6	21333.3333333	9846.15384615	6400	5.56666666667e-4	2.56923076923e-4	1.67e-4	2020-04-06	70	3	NA	NA	NA	NA
Kazakhstan	662	6	46	610	3.622e-5	3.3e-7	2000	923.076923077	600	1.1e-4	5.07692307692e-5	3.3e-5	2020-04-06	78	0	5093	2.71e-4	NA	NA
Kyrgyzstan	216	4	33	179	3.42e-5	6.3e-7	1333.33333333	615.384615385	400	2.1e-4	9.69230769231e-5	6.3e-5	2020-04-06	69	3	9618	0.001474	NA	NA
Maldives	19	0	13	6	3.684e-5	0	95	38	23.75	1.842e-4	7.368e-5	4.605e-5	2020-04-06	0	0	NA	NA	NA	NA
Oman	331	2	61	268	6.854e-5	4.1e-7	666.666666667	307.692307692	200	1.36666666667e-4	6.30769230769e-5	4.1e-5	2020-04-06	33	0	NA	NA	NA	NA
Philippines	3660	163	73	3424	3.432e-5	1.53e-6	54333.3333333	25076.9230769	16300	5.1e-4	2.35384615385e-4	1.53e-4	2020-04-06	414	11	22958	2.1e-4	NA	NA
Indonesia	2491	209	192	2090	9.31e-6	7.8e-7	69666.6666667	32153.8461538	20900	2.6e-4	1.2e-4	7.8e-5	2020-04-06	218	11	11460	4.2e-5	NA	NA
Vietnam	245	0	95	150	2.56e-6	0	1225	490	306.25	1.28e-5	5.12e-6	3.2e-6	2020-04-06	4	0	94305	9.69e-4	NA	NA
Mongolia	15	0	2	13	4.73e-6	0	75	30	18.75	2.365e-5	9.46e-6	5.9125e-6	2020-04-06	1	0	NA	NA	NA	NA
Thailand	2220	26	793	1401	3.198e-5	3.7e-7	8666.66666667	4000	2600	1.23333333333e-4	5.69230769231e-5	3.7e-5	2020-04-06	51	3	25071	3.59e-4	NA	NA
Syria	19	2	2	15	1.12e-6	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	2020-04-06	0	0	NA	NA	NA	NA
Taiwan	373	5	57	311	1.569e-5	2.1e-7	1666.66666667	769.230769231	500	7e-5	3.23076923077e-5	2.1e-5	2020-04-06	10	0	37219	0.001563	NA	NA
Pakistan	3766	53	259	3454	1.775e-5	2.5e-7	17666.6666667	8153.84615385	5300	8.33333333333e-5	3.84615384615e-5	2.5e-5	2020-04-06	609	6	35875	1.62e-4	NA	NA
Myanmar	22	1	0	21	4.1e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-04-06	1	0	1246	2.3e-5	NA	NA
United Arab Emirates	2076	11	167	1898	2.1555e-4	1.14e-6	3666.66666667	1692.30769231	1100	3.8e-4	1.75384615385e-4	1.14e-4	2020-04-06	277	1	220000	0.022244	NA	NA
India	4778	136	375	4267	3.53e-6	1e-7	45333.3333333	20923.0769231	13600	3.33333333333e-5	1.53846153846e-5	1e-5	2020-04-06	1190	37	140293	1.02e-4	NA	NA
Uzbekistan	457	2	30	425	1.387e-5	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	2020-04-06	115	0	NA	NA	NA	NA
Malaysia	3793	62	1241	2490	1.1996e-4	1.96e-6	20666.6666667	9538.46153846	6200	6.53333333333e-4	3.01538461538e-4	1.96e-4	2020-04-06	131	1	55566	0.001717	NA	NA
Sri Lanka	178	5	38	135	8.21e-6	2.3e-7	1666.66666667	769.230769231	500	7.66666666667e-5	3.53846153846e-5	2.3e-5	2020-04-06	2	0	3248	1.52e-4	NA	NA
Japan	3654	85	575	2994	2.888e-5	6.7e-7	28333.3333333	13076.9230769	8500	2.23333333333e-4	1.03076923077e-4	6.7e-5	2020-04-06	515	8	46172	3.65e-4	NA	NA
South Korea	10284	186	6598	3500	1.9917e-4	3.6e-6	62000	28615.3846154	18600	0.0012	5.53846153846e-4	3.6e-4	2020-04-06	47	3	461233	0.008996	NA	NA
Canada	16563	339	0	0	4.4694e-4	9.15e-6	113000	52153.8461538	33900	0.00305	0.00140769230769	9.15e-4	2020-04-06	807	80	330901	0.008767	NA	NA
Jamaica	58	3	8	47	1.976e-5	1.02e-6	1000	461.538461538	300	3.4e-4	1.56923076923e-4	1.02e-4	2020-04-06	0	0	540	1.82e-4	NA	NA
Honduras	298	22	6	270	3.108e-5	2.29e-6	7333.33333333	3384.61538462	2200	7.63333333333e-4	3.52307692308e-4	2.29e-4	2020-04-06	30	0	NA	NA	NA	NA
Saint Lucia	14	0	1	13	7.697e-5	0	70	28	17.5	3.8485e-4	1.5394e-4	9.62125e-5	2020-04-06	0	0	NA	NA	NA	NA
Cuba	350	9	18	323	3.087e-5	7.9e-7	3000	1384.61538462	900	2.63333333333e-4	1.21538461538e-4	7.9e-5	2020-04-06	30	1	5234	4.62e-4	NA	NA
El Salvador	69	4	5	60	1.075e-5	6.2e-7	1333.33333333	615.384615385	400	2.06666666667e-4	9.53846153846e-5	6.2e-5	2020-04-06	7	1	NA	NA	NA	NA
The Bahamas	29	5	4	20	7.52e-5	1.297e-5	1666.66666667	769.230769231	500	0.00432333333333	0.00199538461538	0.001297	2020-04-06	1	1	NA	NA	NA	NA
Panama	1988	54	13	1921	4.7595e-4	1.293e-5	18000	8307.69230769	5400	0.00431	0.00198923076923	0.001293	2020-04-06	187	8	9749	0.002259	NA	NA
Mexico	2143	94	633	1416	1.698e-5	7.4e-7	31333.3333333	14461.5384615	9400	2.46666666667e-4	1.13846153846e-4	7.4e-5	2020-04-06	253	15	18034	1.4e-4	NA	NA
United States of America	366665	10783	0	0	0.00112073	3.296e-5	3594333.33333	1658923.07692	1078300	0.0109866666667	0.00507076923077	0.003296	2020-04-06	29595	1164	1913049	0.00578	NA	NA
United States of America	366665	10783	0	0	0.00112073	3.296e-5	3594333.33333	1658923.07692	1078300	0.0109866666667	0.00507076923077	0.003296	2020-04-06	29595	1164	1913049	0.00578	NA	NA
Costa Rica	467	2	18	447	9.341e-5	4e-7	666.666666667	307.692307692	200	1.33333333333e-4	6.15384615385e-5	4e-5	2020-04-06	13	0	5098	0.001001	NA	NA
Saint Kitts and Nevis	10	0	0	10	1.9069e-4	0	50	20	12.5	9.5345e-4	3.8138e-4	2.383625e-4	2020-04-06	0	0	149	0.002801	NA	NA
Trinidad and Tobago	105	8	1	96	7.555e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	2020-04-06	1	1	833	5.95e-4	NA	NA
Guatemala	70	3	15	52	4.06e-6	1.7e-7	1000	461.538461538	300	5.66666666667e-5	2.61538461538e-5	1.7e-5	2020-04-06	9	1	1134	6.3e-5	NA	NA
Antigua and Barbuda	15	0	0	15	1.5579e-4	0	75	30	18.75	7.7895e-4	3.1158e-4	1.947375e-4	2020-04-06	0	0	40	4.08e-4	NA	NA
Paraguay	113	5	12	96	1.624e-5	7.2e-7	1666.66666667	769.230769231	500	2.4e-4	1.10769230769e-4	7.2e-5	2020-04-06	9	2	1877	2.63e-4	NA	NA
Saint Vincent and the Grenadines	7	0	1	6	6.352e-5	0	35	14	8.75	3.176e-4	1.2704e-4	7.94e-5	2020-04-06	0	0	NA	NA	NA	NA
Dominican Republic	1828	86	33	1709	1.7201e-4	8.09e-6	28666.6666667	13230.7692308	8600	0.00269666666667	0.00124461538462	8.09e-4	2020-04-06	83	4	4542	4.19e-4	NA	NA
Nicaragua	6	1	0	5	9.3e-7	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	2020-04-06	0	0	NA	NA	NA	NA
Haiti	24	1	0	23	2.16e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	2020-04-06	3	0	247	2.2e-5	NA	NA
Dominica	15	0	1	14	2.0942e-4	0	75	30	18.75	0.0010471	4.1884e-4	2.61775e-4	2020-04-06	1	0	293	0.00407	NA	NA
Brazil	12161	564	127	11470	5.806e-5	2.69e-6	188000	86769.2307692	56400	8.96666666667e-4	4.13846153846e-4	2.69e-4	2020-04-06	1031	78	54824	2.58e-4	NA	NA
Belize	7	1	0	6	1.827e-5	2.61e-6	333.333333333	153.846153846	100	8.7e-4	4.01538461538e-4	2.61e-4	2020-04-06	2	1	268	6.74e-4	NA	NA
Colombia	1579	46	88	1445	3.18e-5	9.3e-7	15333.3333333	7076.92307692	4600	3.1e-4	1.43076923077e-4	9.3e-5	2020-04-06	94	11	27685	5.44e-4	NA	NA
Suriname	10	1	0	9	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	2020-04-06	0	0	NA	NA	NA	NA
Uruguay	406	6	104	296	1.1771e-4	1.74e-6	2000	923.076923077	600	5.8e-4	2.67692307692e-4	1.74e-4	2020-04-06	6	1	5208	0.001499	NA	NA
Peru	2561	92	997	1472	8.006e-5	2.88e-6	30666.6666667	14153.8461538	9200	9.6e-4	4.43076923077e-4	2.88e-4	2020-04-06	280	9	20414	6.19e-4	NA	NA
Ecuador	3747	191	100	3456	2.1932e-4	1.118e-5	63666.6666667	29384.6153846	19100	0.00372666666667	0.00172	0.001118	2020-04-06	101	11	13039	7.39e-4	NA	NA
Chile	4815	37	728	4050	2.5709e-4	1.98e-6	12333.3333333	5692.30769231	3700	6.6e-4	3.04615384615e-4	1.98e-4	2020-04-06	344	3	54864	0.00287	NA	NA
Guyana	31	4	8	19	3.979e-5	5.13e-6	1333.33333333	615.384615385	400	0.00171	7.89230769231e-4	5.13e-4	2020-04-06	7	0	115	1.46e-4	NA	NA
Grenada	12	0	0	12	1.0767e-4	0	60	24	15	5.3835e-4	2.1534e-4	1.345875e-4	2020-04-06	0	0	45	4e-4	NA	NA
Argentina	1554	48	325	1181	3.493e-5	1.08e-6	16000	7384.61538462	4800	3.6e-4	1.66153846154e-4	1.08e-4	2020-04-06	103	4	10709	2.37e-4	NA	NA
Bolivia	183	11	2	170	1.612e-5	9.7e-7	3666.66666667	1692.30769231	1100	3.23333333333e-4	1.49230769231e-4	9.7e-5	2020-04-06	26	1	591	5.1e-5	NA	NA
Venezuela	165	7	65	93	5.72e-6	2.4e-7	2333.33333333	1076.92307692	700	8e-5	3.69230769231e-5	2.4e-5	2020-04-06	6	0	1779	6.3e-5	NA	NA
Barbados	60	2	6	52	2.0932e-4	6.98e-6	666.666666667	307.692307692	200	0.00232666666667	0.00107384615385	6.98e-4	2020-04-06	4	1	527	0.001834	NA	NA
Diamond Princess	712	11	619	82	NA	NA	3666.66666667	1692.30769231	1100	NA	NA	NA	2020-04-06	0	0	NA	NA	NA	NA
Western Sahara	4	0	0	4	NA	NA	20	8	5	NA	NA	NA	2020-04-06	0	0	NA	NA	NA	NA
MS Zaandam	9	2	0	7	NA	NA	666.666666667	307.692307692	200	NA	NA	NA	2020-04-06	0	0	NA	NA	NA	NA
Turkey	34109	725	1582	31802	4.1435e-4	8.81e-6	241666.666667	111538.461538	72500	0.00293666666667	0.00135538461538	8.81e-4	2020-04-07	3892	76	228868	0.002714	NA	NA
Italy	135586	17127	24392	94067	0.00224364	2.8341e-4	5709000	2634923.07692	1712700	0.09447	0.0436015384615	0.028341	2020-04-07	3039	604	755445	0.012495	NA	NA
Czech Republic	5017	88	172	4757	4.7216e-4	8.28e-6	29333.3333333	13538.4615385	8800	0.00276	0.00127384615385	8.28e-4	2020-04-07	195	10	91247	0.008521	NA	NA
Monaco	79	1	4	74	0.00204229	2.585e-5	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	2020-04-07	2	0	NA	NA	NA	NA
Lithuania	880	15	8	857	3.1546e-4	5.38e-6	5000	2307.69230769	1500	0.00179333333333	8.27692307692e-4	5.38e-4	2020-04-07	37	0	27807	0.010215	NA	NA
Luxembourg	2970	44	500	2426	0.00488705	7.24e-5	14666.6666667	6769.23076923	4400	0.0241333333333	0.0111384615385	0.00724	2020-04-07	127	3	25702	0.041059	NA	NA
France	110065	10343	19523	80199	0.00164307	1.544e-4	3447666.66667	1591230.76923	1034300	0.0514666666667	0.0237538461538	0.01544	2020-04-07	11102	1417	224254	0.003436	NA	NA
Andorra	545	22	39	484	0.00707737	2.8569e-4	7333.33333333	3384.61538462	2200	0.09523	0.0439523076923	0.028569	2020-04-07	20	1	1673	0.021653	NA	NA
Switzerland	22253	821	8704	12728	0.00261291	9.64e-5	273666.666667	126307.692308	82100	0.0321333333333	0.0148307692308	0.00964	2020-04-07	596	56	167429	0.019346	NA	NA
Georgia	196	3	46	147	5.253e-5	8e-7	1000	461.538461538	300	2.66666666667e-4	1.23076923077e-4	8e-5	2020-04-07	8	1	2762	6.92e-4	NA	NA
Slovakia	581	2	13	566	1.0666e-4	3.7e-7	666.666666667	307.692307692	200	1.23333333333e-4	5.69230769231e-5	3.7e-5	2020-04-07	47	0	17639	0.003231	NA	NA
Ireland	5709	210	25	5474	0.00117626	4.327e-5	70000	32307.6923077	21000	0.0144233333333	0.00665692307692	0.004327	2020-04-07	345	36	42484	0.008604	NA	NA
Norway	6086	89	32	5965	0.0011452	1.675e-5	29666.6666667	13692.3076923	8900	0.00558333333333	0.00257692307692	0.001675	2020-04-07	221	13	113896	0.021009	NA	NA
Israel	9248	65	770	8413	0.001041	7.32e-6	21666.6666667	10000	6500	0.00244	0.00112615384615	7.32e-4	2020-04-07	344	8	117339	0.013557	NA	NA
Belarus	861	13	54	794	9.077e-5	1.37e-6	4333.33333333	2000	1300	4.56666666667e-4	2.10769230769e-4	1.37e-4	2020-04-07	161	0	43000	0.004551	NA	NA
Iceland	1586	6	559	1021	0.00448562	1.697e-5	2000	923.076923077	600	0.00565666666667	0.00261076923077	0.001697	2020-04-07	24	0	28991	0.084957	NA	NA
Montenegro	241	2	4	235	3.8725e-4	3.21e-6	666.666666667	307.692307692	200	0.00107	4.93846153846e-4	3.21e-4	2020-04-07	8	0	2014	0.003207	NA	NA
Slovenia	1059	36	102	921	5.1224e-4	1.741e-5	12000	5538.46153846	3600	0.00580333333333	0.00267846153846	0.001741	2020-04-07	38	6	29455	0.014168	NA	NA
Germany	107663	2016	36081	69566	0.00129827	2.431e-5	672000	310153.846154	201600	0.00810333333333	0.00374	0.002431	2020-04-07	4289	206	918460	0.010962	NA	NA
Bosnia and Herzegovina	764	33	68	663	2.2985e-4	9.93e-6	11000	5076.92307692	3300	0.00331	0.00152769230769	9.93e-4	2020-04-07	90	4	6911	0.002106	NA	NA
Armenia	853	8	87	758	2.8898e-4	2.71e-6	2666.66666667	1230.76923077	800	9.03333333333e-4	4.16923076923e-4	2.71e-4	2020-04-07	20	0	5140	0.001735	NA	NA
Belgium	22194	2035	4157	16002	0.00194308	1.7816e-4	678333.333333	313076.923077	203500	0.0593866666667	0.0274092307692	0.017816	2020-04-07	1380	403	80512	0.006947	NA	NA
Spain	141942	14045	43208	84689	0.0030379	3.006e-4	4681666.66667	2160769.23077	1404500	0.1002	0.0462461538462	0.03006	2020-04-07	5267	704	355000	0.007593	NA	NA
